Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
9589,JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,13438875,1.7,1.7
9589,JOURNAL OF VISUALIZATION,J VISUAL-JAPAN,18758975,1.7,1.7
9590,JOURNAL OF WOMEN & AGING,J WOMEN AGING,08952841,1.7,1.7
9590,JOURNAL OF WOMEN & AGING,J WOMEN AGING,15407322,1.7,1.7
9591,JTCVS Techniques,JTCVS TECHNIQUES,26662507,1.7,1.7
9592,LEARNING AND MOTIVATION,LEARN MOTIV,00239690,1.7,1.7
9592,LEARNING AND MOTIVATION,LEARN MOTIV,10959122,1.7,1.7
9593,Measurement in Physical Education and Exercise Science,MEAS PHYS EDUC EXERC,1091367X,1.7,1.7
9593,Measurement in Physical Education and Exercise Science,MEAS PHYS EDUC EXERC,15327841,1.7,1.7
9594,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,09236082,1.7,1.7
9594,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,15730824,1.7,1.7
9595,Natural Computing,NAT COMPUT,15677818,1.7,1.7
9595,Natural Computing,NAT COMPUT,15729796,1.7,1.7
9596,On the Horizon,HORIZON-UK,10748121,1.7,1.7
9596,On the Horizon,HORIZON-UK,20541708,1.7,1.7
9597,Open Geosciences,OPEN GEOSCI,23915447,1.7,1.7
9598,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,PACE,01478389,1.7,1.7
9598,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,PACE,15408159,1.7,1.7
9599,Practical Laboratory Medicine,PRACT LAB MED,23525517,1.7,1.7
9600,Progress in Development Studies,PROG DEV STUD,14649934,1.7,1.7
9600,Progress in Development Studies,PROG DEV STUD,1477027X,1.7,1.7
9601,Psicologia Educativa,PSICOL EDUC,1135755X,1.7,1.7
9601,Psicologia Educativa,PSICOL EDUC,21740526,1.7,1.7
9602,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,REV PALAEOBOT PALYNO,00346667,1.7,1.7
9602,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,REV PALAEOBOT PALYNO,18790615,1.7,1.7
9603,Series-Journal of the Spanish Economic Association,SERIES-J SPAN ECON,18694187,1.7,1.7
9603,Series-Journal of the Spanish Economic Association,SERIES-J SPAN ECON,18694195,1.7,1.7
9604,SHOCK WAVES,SHOCK WAVES,09381287,1.7,1.7
9604,SHOCK WAVES,SHOCK WAVES,14322153,1.7,1.7
9605,TELECOMMUNICATION SYSTEMS,TELECOMMUN SYST,10184864,1.7,1.7
9605,TELECOMMUNICATION SYSTEMS,TELECOMMUN SYST,15729451,1.7,1.7
9606,TROPICAL ANIMAL HEALTH AND PRODUCTION,TROP ANIM HEALTH PRO,00494747,1.7,1.7
9606,TROPICAL ANIMAL HEALTH AND PRODUCTION,TROP ANIM HEALTH PRO,15737438,1.7,1.7
9607,Accounting History,ACCOUNT HIST,10323732,1.6,1.7
9607,Accounting History,ACCOUNT HIST,17493374,1.6,1.7
9608,Annals of Phytomedicine-An International Journal,ANN PHYTOMEDICINE,23939885,1.6,1.7
9608,Annals of Phytomedicine-An International Journal,ANN PHYTOMEDICINE,22789839,1.6,1.7
9609,BIOPHARMACEUTICS & DRUG DISPOSITION,BIOPHARM DRUG DISPOS,01422782,1.6,1.7
9609,BIOPHARMACEUTICS & DRUG DISPOSITION,BIOPHARM DRUG DISPOS,1099081X,1.6,1.7
9610,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,BUNDESGESUNDHEITSBLA,14369990,1.6,1.7
9610,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,BUNDESGESUNDHEITSBLA,14371588,1.6,1.7
9611,Clinics and Practice,CLINICS PRACT,20397275,1.6,1.7
9611,Clinics and Practice,CLINICS PRACT,20397283,1.6,1.7
9612,Education and Treatment of Children,EDUC TREAT CHILD,07488491,1.6,1.7
9612,Education and Treatment of Children,EDUC TREAT CHILD,19348924,1.6,1.7
9613,EURASIP Journal on Advances in Signal Processing,EURASIP J ADV SIG PR,16876180,1.6,1.7
9614,EURASIP Journal on Audio Speech and Music Processing,EURASIP J AUDIO SPEE,16874722,1.6,1.7
9615,EUROPEAN HEART JOURNAL SUPPLEMENTS,EUR HEART J SUPPL,1520765X,1.6,1.7
9615,EUROPEAN HEART JOURNAL SUPPLEMENTS,EUR HEART J SUPPL,15542815,1.6,1.7
9616,IEEE Embedded Systems Letters,IEEE EMBED SYST LETT,19430663,1.6,1.7
9616,IEEE Embedded Systems Letters,IEEE EMBED SYST LETT,19430671,1.6,1.7
9617,Journal of Astronomical Telescopes Instruments and Systems,J ASTRON TELESC INST,23294124,1.6,1.7
9617,Journal of Astronomical Telescopes Instruments and Systems,J ASTRON TELESC INST,23294221,1.6,1.7
9618,JOURNAL OF ELECTROCERAMICS,J ELECTROCERAM,13853449,1.6,1.7
9618,JOURNAL OF ELECTROCERAMICS,J ELECTROCERAM,15738663,1.6,1.7
9619,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,J INCL PHENOM MACRO,13883127,1.6,1.7
9619,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,J INCL PHENOM MACRO,15731111,1.6,1.7
9620,Journal of Innovation Economics & Management,J INNOV ECON MANAG,20325355,1.6,1.7
9621,JOURNAL OF POLYMER ENGINEERING,J POLYM ENG,03346447,1.6,1.7
9621,JOURNAL OF POLYMER ENGINEERING,J POLYM ENG,21910340,1.6,1.7
9622,Journal of X-Ray Science and Technology,J X-RAY SCI TECHNOL,08953996,1.6,1.7
9622,Journal of X-Ray Science and Technology,J X-RAY SCI TECHNOL,10959114,1.6,1.7
9623,Netherlands Quarterly of Human Rights,NETH Q HUM RIGHTS,09240519,1.6,1.7
9623,Netherlands Quarterly of Human Rights,NETH Q HUM RIGHTS,22147357,1.6,1.7
9624,Particles,PARTICLES-BASEL,2571712X,1.6,1.7
9625,PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,12122580,1.6,1.7
9625,PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,18059341,1.6,1.7
9626,Production Engineering-Research and Development,PROD ENG-RES DEV,09446524,1.6,1.7
9626,Production Engineering-Research and Development,PROD ENG-RES DEV,18637353,1.6,1.7
9627,Reaction Kinetics Mechanisms and Catalysis,REACT KINET MECH CAT,18785190,1.6,1.7
9627,Reaction Kinetics Mechanisms and Catalysis,REACT KINET MECH CAT,18785204,1.6,1.7
9628,SILVA FENNICA,SILVA FENN,00375330,1.6,1.7
9628,SILVA FENNICA,SILVA FENN,22424075,1.6,1.7
9629,State Politics & Policy Quarterly,STATE POLIT POLICY Q,15324400,1.6,1.7
9629,State Politics & Policy Quarterly,STATE POLIT POLICY Q,19461607,1.6,1.7
9630,SYNLETT,SYNLETT,09365214,1.6,1.7
9630,SYNLETT,SYNLETT,14372096,1.6,1.7
9631,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,T I MEAS CONTROL,01423312,1.6,1.7
9631,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,T I MEAS CONTROL,14770369,1.6,1.7
9632,ACTA CHIMICA SINICA,ACTA CHIM SINICA,05677351,1.5,1.7
9633,Asian Pacific Journal of Tropical Biomedicine,ASIAN PAC J TROP BIO,22211691,1.5,1.7
9633,Asian Pacific Journal of Tropical Biomedicine,ASIAN PAC J TROP BIO,25889222,1.5,1.7
9634,Automatika,AUTOMATIKA-UK,00051144,1.5,1.7
9634,Automatika,AUTOMATIKA-UK,18483380,1.5,1.7
9635,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,BRIT J ORAL MAX SURG,02664356,1.5,1.7
9635,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,BRIT J ORAL MAX SURG,15321940,1.5,1.7
9636,China Foundry,CHINA FOUNDRY,16726421,1.5,1.7
9636,China Foundry,CHINA FOUNDRY,23659459,1.5,1.7
9637,Current Analytical Chemistry,CURR ANAL CHEM,15734110,1.5,1.7
9637,Current Analytical Chemistry,CURR ANAL CHEM,18756727,1.5,1.7
9638,CYTOGENETIC AND GENOME RESEARCH,CYTOGENET GENOME RES,14248581,1.5,1.7
9638,CYTOGENETIC AND GENOME RESEARCH,CYTOGENET GENOME RES,1424859X,1.5,1.7
9639,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,FOLIA HISTOCHEM CYTO,02398508,1.5,1.7
9639,FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,FOLIA HISTOCHEM CYTO,18975631,1.5,1.7
9640,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,10518223,1.5,1.7
9640,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE T APPL SUPERCON,15582515,1.5,1.7
9641,International Journal of Astrobiology,INT J ASTROBIOL,14735504,1.5,1.7
9641,International Journal of Astrobiology,INT J ASTROBIOL,14753006,1.5,1.7
9642,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,INT J COMPUT MATH,00207160,1.5,1.7
9642,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,INT J COMPUT MATH,10290265,1.5,1.7
9643,Journal of Central Banking Theory and Practice,J CENT BANK THEOR PR,18009581,1.5,1.7
9643,Journal of Central Banking Theory and Practice,J CENT BANK THEOR PR,23369205,1.5,1.7
9644,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,10641246,1.5,1.7
9644,JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,J INTELL FUZZY SYST,18758967,1.5,1.7
9645,Journal of Mediterranean Archaeology,J MEDITERR ARCHAEOL,09527648,1.5,1.7
9646,Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,10043756,1.5,1.7
9646,Journal of Systems Science and Systems Engineering,J SYST SCI SYST ENG,18619576,1.5,1.7
9647,Linguistica Antverpiensia New Series-Themes in Translation Studies,LING ANTVERP NEW SER,22955739,1.5,1.7
9648,MONATSHEFTE FUR CHEMIE,MONATSH CHEM,00269247,1.5,1.7
9648,MONATSHEFTE FUR CHEMIE,MONATSH CHEM,14344475,1.5,1.7
9649,Radiological Physics and Technology,RADIOL PHYS TECHNOL,18650333,1.5,1.7
9649,Radiological Physics and Technology,RADIOL PHYS TECHNOL,18650341,1.5,1.7
9650,Teaching & Learning Inquiry-The ISSOTL Journal,TEACH LEARN INQ,21674779,1.5,1.7
9650,Teaching & Learning Inquiry-The ISSOTL Journal,TEACH LEARN INQ,21674787,1.5,1.7
9651,VETERINARY OPHTHALMOLOGY,VET OPHTHALMOL,14635216,1.5,1.7
9651,VETERINARY OPHTHALMOLOGY,VET OPHTHALMOL,14635224,1.5,1.7
9652,ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,ADCAIJ-ADV DISTRIB C,22552863,1.4,1.7
9653,Advanced Steel Construction,ADV STEEL CONSTR,1816112X,1.4,1.7
9654,CONTEMPORARY ECONOMIC POLICY,CONTEMP ECON POLICY,10743529,1.4,1.7
9654,CONTEMPORARY ECONOMIC POLICY,CONTEMP ECON POLICY,14657287,1.4,1.7
9655,HEAT TRANSFER RESEARCH,HEAT TRANSF RES,10642285,1.4,1.7
9655,HEAT TRANSFER RESEARCH,HEAT TRANSF RES,21626561,1.4,1.7
9656,Italian Political Science Review-Rivista Italiana di Scienza Politica,ITAL POLIT SCI REV,00488402,1.4,1.7
9656,Italian Political Science Review-Rivista Italiana di Scienza Politica,ITAL POLIT SCI REV,20574908,1.4,1.7
9657,Jordan Journal of Mechanical and Industrial Engineering,JORDAN J MECH IND EN,19956665,1.4,1.7
9658,NUCLEAR PHYSICS A,NUCL PHYS A,03759474,1.4,1.7
9658,NUCLEAR PHYSICS A,NUCL PHYS A,18731554,1.4,1.7
9659,NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS,NUMER HEAT TR B-FUND,10407790,1.4,1.7
9659,NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS,NUMER HEAT TR B-FUND,15210626,1.4,1.7
9660,Research and Practice in Intellectual and Developmental Disabilities,RES PRACT INTELLECT,23297018,1.4,1.7
9660,Research and Practice in Intellectual and Developmental Disabilities,RES PRACT INTELLECT,23297026,1.4,1.7
9661,SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,09540911,1.4,1.7
9661,SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,17586836,1.4,1.7
9662,ACTA CHROMATOGRAPHICA,ACTA CHROMATOGR,12332356,1.3,1.7
9662,ACTA CHROMATOGRAPHICA,ACTA CHROMATOGR,20835736,1.3,1.7
9663,ACTA POLYMERICA SINICA,ACTA POLYM SIN,10003304,1.3,1.7
9664,FEW-BODY SYSTEMS,FEW-BODY SYST,01777963,1.3,1.7
9664,FEW-BODY SYSTEMS,FEW-BODY SYST,14325411,1.3,1.7
9665,International Journal of Online and Biomedical Engineering,INT J ONLINE BIOMED,26268493,1.3,1.7
9666,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,J DYN SYST-T ASME,00220434,1.3,1.7
9666,JOURNAL OF DYNAMIC SYSTEMS MEASUREMENT AND CONTROL-TRANSACTIONS OF THE ASME,J DYN SYST-T ASME,15289028,1.3,1.7
9667,Journal of Language and Politics,J LANG POLIT,15692159,1.3,1.7
9667,Journal of Language and Politics,J LANG POLIT,15699862,1.3,1.7
9668,JOURNAL OF MATHEMATICAL CHEMISTRY,J MATH CHEM,02599791,1.3,1.7
9668,JOURNAL OF MATHEMATICAL CHEMISTRY,J MATH CHEM,15728897,1.3,1.7
9669,Secularism & Nonreligion,SECUL NONRELIGION,20536712,1.3,1.7
9670,SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,02510952,1.3,1.7
9670,SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,18195717,1.3,1.7
9671,CANADIAN JOURNAL OF PHILOSOPHY,CAN J PHILOS,00455091,1.2,1.7
9671,CANADIAN JOURNAL OF PHILOSOPHY,CAN J PHILOS,19110820,1.2,1.7
9672,Journal of Groundwater Science and Engineering,J GROUNDW SCI ENG,23057068,1.2,1.7
9673,JOURNAL OF INORGANIC MATERIALS,J INORG MATER,1000324X,1.2,1.7
9674,Organic Communications,ORG COMMUN,13076175,1.2,1.7
9675,RUSSIAN CHEMICAL BULLETIN,RUSS CHEM B+,10665285,1.2,1.7
9675,RUSSIAN CHEMICAL BULLETIN,RUSS CHEM B+,15739171,1.2,1.7
9676,RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,RUSS J MATH PHYS,10619208,1.2,1.7
9676,RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,RUSS J MATH PHYS,15556638,1.2,1.7
9677,Peace Economics Peace Science and Public Policy,PEACE ECON PEACE SCI,10792457,1.1,1.7
9677,Peace Economics Peace Science and Public Policy,PEACE ECON PEACE SCI,15548597,1.1,1.7
9678,International Journal of Educational Research and Innovation,INT J EDUC RES INNOV,23864303,1,1.7
9679,Journal of Labor and Society,J LABOR SOC,24714607,1,1.7
9679,Journal of Labor and Society,J LABOR SOC,26673657,1,1.7
9680,ACTA MISSIOLOGICA,ACTA MISSIOL,24537160,0.9,1.7
9681,Advances in Natural Sciences-Nanoscience and Nanotechnology,ADV NAT SCI-NANOSCI,20436254,0,1.7
9681,Advances in Natural Sciences-Nanoscience and Nanotechnology,ADV NAT SCI-NANOSCI,20436262,0,1.7
9682,Advances in Public Health,ADV PUBLIC HLTH,23566868,0,1.7
9682,Advances in Public Health,ADV PUBLIC HLTH,23147784,0,1.7
9683,BJPsych Advances,BJPSYCH ADV,20564678,0,1.7
9683,BJPsych Advances,BJPSYCH ADV,20564686,0,1.7
9684,Control Theory and Technology,CONTROL THEOR TECH,20956983,0,1.7
9684,Control Theory and Technology,CONTROL THEOR TECH,21980942,0,1.7
9685,Current Treatment Options in Rheumatology,CURR TREAT OPT RHEUM,21986002,0,1.7
9686,Health Policy OPEN,HEALTH POLICY OPEN,25902296,0,1.7
9687,Hepatoma Research,HEPATOMA RES,23945079,0,1.7
9687,Hepatoma Research,HEPATOMA RES,24542520,0,1.7
9688,Journal of Behavioral and Cognitive Therapy,J BEHAV COGN THER,25899791,0,1.7
9689,JOURNAL OF ECONOMICS AND FINANCE,J ECON FINANC-US,10550925,0,1.7
9689,JOURNAL OF ECONOMICS AND FINANCE,J ECON FINANC-US,19389744,0,1.7
9690,JOURNAL OF THE MECHANICAL BEHAVIOR OF MATERIALS,J MECH BEHAV MATER,03348938,0,1.7
9690,JOURNAL OF THE MECHANICAL BEHAVIOR OF MATERIALS,J MECH BEHAV MATER,21910243,0,1.7
9691,Review of Economics and Political Science,REV ECON POLIT SCI-R,23569980,0,1.7
9691,Review of Economics and Political Science,REV ECON POLIT SCI-R,26313561,0,1.7
9692,Social Sciences-Basel,SOC SCI-BASEL,20760760,0,1.7
9693,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,VET CLIN N AM-FOOD A,07490720,4.3,1.6
9693,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,VET CLIN N AM-FOOD A,15584240,4.3,1.6
9694,LIBRARY JOURNAL,LIBR J,03630277,3.7,1.6
9695,NETWORKS,NETWORKS,00283045,3.7,1.6
9695,NETWORKS,NETWORKS,10970037,3.7,1.6
9696,Journal of Research in Nursing,J RES NURS,17449871,3.6,1.6
9696,Journal of Research in Nursing,J RES NURS,1744988X,3.6,1.6
9697,Journal of Professional Capital and Community,J PROF CAP COMMUNITY,20569548,3.4,1.6
9697,Journal of Professional Capital and Community,J PROF CAP COMMUNITY,20569556,3.4,1.6
9698,International Journal of Medical Education,INT J MED EDUC,20426372,3.3,1.6
9699,JOURNAL OF EDUCATION FOR TEACHING,J EDUC TEACHING,02607476,3.3,1.6
9699,JOURNAL OF EDUCATION FOR TEACHING,J EDUC TEACHING,13600540,3.3,1.6
9700,Anthropocene Coasts,ANTHROPOCENE COASTS,25614150,3.2,1.6
9701,Journal of Aging Research,J AGING RES,20902204,3.1,1.6
9701,Journal of Aging Research,J AGING RES,20902212,3.1,1.6
9702,Career Development and Transition for Exceptional Individuals,CAREER DEV TRANSIT E,21651434,3,1.6
9702,Career Development and Transition for Exceptional Individuals,CAREER DEV TRANSIT E,21651442,3,1.6
9703,STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,09622802,3,1.6
9703,STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,14770334,3,1.6
9704,THEORY AND SOCIETY,THEOR SOC,03042421,3,1.6
9704,THEORY AND SOCIETY,THEOR SOC,15737853,3,1.6
9705,Technology Innovation Management Review,TECHNOL INNOV MANAG,19270321,2.9,1.6
9706,HIGH ALTITUDE MEDICINE & BIOLOGY,HIGH ALT MED BIOL,15270297,2.8,1.6
9706,HIGH ALTITUDE MEDICINE & BIOLOGY,HIGH ALT MED BIOL,15578682,2.8,1.6
9707,IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,15361268,2.8,1.6
9707,IEEE PERVASIVE COMPUTING,IEEE PERVAS COMPUT,15582590,2.8,1.6
9708,Journal of Emerging Technologies in Accounting,J EMERG TECHNOL ACCO,15541908,2.8,1.6
9708,Journal of Emerging Technologies in Accounting,J EMERG TECHNOL ACCO,15587940,2.8,1.6
9709,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,AM J MED GENET B,15524841,2.7,1.6
9709,AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,AM J MED GENET B,1552485X,2.7,1.6
9710,Birth Defects Research,BIRTH DEFECTS RES,24721727,2.7,1.6
9711,Canadian Geriatrics Journal,CAN GERIATR J,19258348,2.7,1.6
9712,JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,08975264,2.7,1.6
9712,JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,15433382,2.7,1.6
9713,Feminist Media Studies,FEM MEDIA STUD,14680777,2.6,1.6
9713,Feminist Media Studies,FEM MEDIA STUD,14715902,2.6,1.6
9714,International Journal of Design,INT J DES,19913761,2.6,1.6
9714,International Journal of Design,INT J DES,1994036X,2.6,1.6
9715,JOURNAL OF APPLIED COMMUNICATION RESEARCH,J APPL COMMUN RES,00909882,2.6,1.6
9715,JOURNAL OF APPLIED COMMUNICATION RESEARCH,J APPL COMMUN RES,14795752,2.6,1.6
9716,JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,08905339,2.6,1.6
9716,JOURNAL OF ORTHOPAEDIC TRAUMA,J ORTHOP TRAUMA,15312291,2.6,1.6
9717,PLANT PRODUCTION SCIENCE,PLANT PROD SCI,1343943X,2.6,1.6
9717,PLANT PRODUCTION SCIENCE,PLANT PROD SCI,13491008,2.6,1.6
9718,QUEST,QUEST,00336297,2.6,1.6
9718,QUEST,QUEST,15432750,2.6,1.6
9719,Urban Water Journal,URBAN WATER J,1573062X,2.6,1.6
9719,Urban Water Journal,URBAN WATER J,17449006,2.6,1.6
9720,WATER INTERNATIONAL,WATER INT,02508060,2.6,1.6
9720,WATER INTERNATIONAL,WATER INT,19411707,2.6,1.6
9721,Conservation & Society,CONSERV SOC,09724923,2.5,1.6
9721,Conservation & Society,CONSERV SOC,09753133,2.5,1.6
9722,Journal of Child and Family Studies,J CHILD FAM STUD,10621024,2.5,1.6
9722,Journal of Child and Family Studies,J CHILD FAM STUD,15732843,2.5,1.6
9723,Journal of Cognition and Development,J COGN DEV,15248372,2.5,1.6
9723,Journal of Cognition and Development,J COGN DEV,15327647,2.5,1.6
9724,Journal of Energy & Natural Resources Law,J ENERGY NAT RESO LA,02646811,2.5,1.6
9724,Journal of Energy & Natural Resources Law,J ENERGY NAT RESO LA,23764538,2.5,1.6
9725,Journal of Transport and Land Use,J TRANSP LAND USE,19387849,2.5,1.6
9726,MYCOBIOLOGY,MYCOBIOLOGY,12298093,2.5,1.6
9726,MYCOBIOLOGY,MYCOBIOLOGY,20929323,2.5,1.6
9727,Organogenesis,ORGANOGENESIS,15476278,2.5,1.6
9727,Organogenesis,ORGANOGENESIS,15558592,2.5,1.6
9728,Bioelectricity,BIOELECTRICITY,25763105,2.4,1.6
9728,Bioelectricity,BIOELECTRICITY,25763113,2.4,1.6
9729,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,CHILDHOOD,09075682,2.4,1.6
9729,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,CHILDHOOD,14617013,2.4,1.6
9730,Earth Interactions,EARTH INTERACT,10873562,2.4,1.6
9731,GEMS & GEMOLOGY,GEMS GEMOL,0016626X,2.4,1.6
9731,GEMS & GEMOLOGY,GEMS GEMOL,23764473,2.4,1.6
9732,Journal of Mental Health Research in Intellectual Disabilities,J MENT HEALTH RES IN,19315864,2.4,1.6
9732,Journal of Mental Health Research in Intellectual Disabilities,J MENT HEALTH RES IN,19315872,2.4,1.6
9733,JOURNAL OF PLANT NUTRITION,J PLANT NUTR,01904167,2.4,1.6
9733,JOURNAL OF PLANT NUTRITION,J PLANT NUTR,15324087,2.4,1.6
9734,Lymphatic Research and Biology,LYMPHAT RES BIOL,15396851,2.4,1.6
9734,Lymphatic Research and Biology,LYMPHAT RES BIOL,15578585,2.4,1.6
9735,SOIL & SEDIMENT CONTAMINATION,SOIL SEDIMENT CONTAM,15320383,2.4,1.6
9735,SOIL & SEDIMENT CONTAMINATION,SOIL SEDIMENT CONTAM,15497887,2.4,1.6
9736,ADVANCES IN NURSING SCIENCE,ADV NURS SCI,01619268,2.3,1.6
9736,ADVANCES IN NURSING SCIENCE,ADV NURS SCI,15505014,2.3,1.6
9737,BRITISH POULTRY SCIENCE,BRIT POULTRY SCI,00071668,2.3,1.6
9737,BRITISH POULTRY SCIENCE,BRIT POULTRY SCI,14661799,2.3,1.6
9738,Counselling Psychology Quarterly,COUNS PSYCHOL Q,09515070,2.3,1.6
9738,Counselling Psychology Quarterly,COUNS PSYCHOL Q,14693674,2.3,1.6
9739,HOLOCENE,HOLOCENE,09596836,2.3,1.6
9739,HOLOCENE,HOLOCENE,14770911,2.3,1.6
9740,Information and Learning Sciences,INFORM LEARN SCI,23985348,2.3,1.6
9740,Information and Learning Sciences,INFORM LEARN SCI,23985356,2.3,1.6
9741,International & Comparative Law Quarterly,INT COMP LAW Q,00205893,2.3,1.6
9741,International & Comparative Law Quarterly,INT COMP LAW Q,14716895,2.3,1.6
9742,International Journal of Older People Nursing,INT J OLDER PEOPLE N,17483735,2.3,1.6
9742,International Journal of Older People Nursing,INT J OLDER PEOPLE N,17483743,2.3,1.6
9743,International Journal of Surgical Oncology,INT J SURG ONCOL,20901402,2.3,1.6
9743,International Journal of Surgical Oncology,INT J SURG ONCOL,20901410,2.3,1.6
9744,Journal of Aggression Maltreatment & Trauma,J AGGRESS MALTREAT T,10926771,2.3,1.6
9744,Journal of Aggression Maltreatment & Trauma,J AGGRESS MALTREAT T,1545083X,2.3,1.6
9745,Journal of Anthropological Sciences,J ANTHROPOL SCI,18274765,2.3,1.6
9745,Journal of Anthropological Sciences,J ANTHROPOL SCI,20370644,2.3,1.6
9746,Language Cognition and Neuroscience,LANG COGN NEUROSCI,23273798,2.3,1.6
9746,Language Cognition and Neuroscience,LANG COGN NEUROSCI,23273801,2.3,1.6
9747,MARINE GEOPHYSICAL RESEARCH,MAR GEOPHYS RES,00253235,2.3,1.6
9747,MARINE GEOPHYSICAL RESEARCH,MAR GEOPHYS RES,15730581,2.3,1.6
9748,ONCOLOGY NURSING FORUM,ONCOL NURS FORUM,0190535X,2.3,1.6
9748,ONCOLOGY NURSING FORUM,ONCOL NURS FORUM,15380688,2.3,1.6
9749,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,SCAND J GASTROENTERO,00365521,2.3,1.6
9749,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,SCAND J GASTROENTERO,15027708,2.3,1.6
9750,Toxicological Research,TOXICOL RES-GER,19768257,2.3,1.6
9750,Toxicological Research,TOXICOL RES-GER,22342753,2.3,1.6
9751,Traffic Injury Prevention,TRAFFIC INJ PREV,15389588,2.3,1.6
9751,Traffic Injury Prevention,TRAFFIC INJ PREV,1538957X,2.3,1.6
9752,Transforming Anthropology,TRANSFORM ANTHROPOL,10510559,2.3,1.6
9752,Transforming Anthropology,TRANSFORM ANTHROPOL,15487466,2.3,1.6
9753,Visitor Studies,VISIT STUD,10645578,2.3,1.6
9753,Visitor Studies,VISIT STUD,19347715,2.3,1.6
9754,AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,10420533,2.2,1.6
9754,AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,15206300,2.2,1.6
9755,Asia Pacific Journal of Education,ASIA PAC J EDUC,02188791,2.2,1.6
9755,Asia Pacific Journal of Education,ASIA PAC J EDUC,17426855,2.2,1.6
9756,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,1540658X,2.2,1.6
9756,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,15578127,2.2,1.6
9757,Australian Social Work,AUST SOC WORK,0312407X,2.2,1.6
9757,Australian Social Work,AUST SOC WORK,14470748,2.2,1.6
9758,Facilities,FACILITIES,02632772,2.2,1.6
9758,Facilities,FACILITIES,17587131,2.2,1.6
